Humidity3pm,Rainfall,RainToday,RainTomorrow
0.21212121212121213,0.019867549668874173,0.0,0.0
0.24242424242424243,0.0,0.0,0.0
0.29292929292929293,0.0,0.0,0.0
0.15151515151515152,0.0,0.0,0.0
0.32323232323232326,0.033112582781456956,0.0,0.0
0.22222222222222224,0.006622516556291392,0.0,0.0
0.18181818181818182,0.0,0.0,0.0
0.18181818181818182,0.0,0.0,0.0
0.08080808080808081,0.0,0.0,1.0
0.26262626262626265,0.046357615894039736,1.0,0.0
0.21212121212121213,0.0,0.0,1.0
0.9090909090909092,0.07284768211920531,1.0,1.0
0.42424242424242425,0.11920529801324505,1.0,0.0
0.8181818181818183,0.0,0.0,1.0
0.6464646464646465,0.5562913907284769,1.0,1.0
0.31313131313131315,0.3509933774834437,1.0,0.0
0.25252525252525254,0.0,0.0,0.0
0.27272727272727276,0.0,0.0,0.0
0.27272727272727276,0.0,0.0,0.0
0.23232323232323232,0.0,0.0,0.0
0.22222222222222224,0.0,0.0,0.0
0.16161616161616163,0.0,0.0,0.0
0.18181818181818182,0.0,0.0,0.0
0.1414141414141414,0.0,0.0,0.0
0.21212121212121213,0.0,0.0,1.0
0.6969696969696971,0.039735099337748346,1.0,0.0
0.27272727272727276,0.026490066225165566,0.0,0.0
0.25252525252525254,0.0,0.0,0.0
0.21212121212121213,0.0,0.0,0.0
0.21212121212121213,0.0,0.0,0.0
0.11111111111111112,0.0,0.0,0.0
0.08080808080808081,0.0,0.0,0.0
0.07070707070707072,0.0,0.0,0.0
0.11111111111111112,0.0,0.0,0.0
0.1414141414141414,0.0,0.0,0.0
0.15151515151515152,0.0,0.0,0.0
0.23232323232323232,0.0,0.0,0.0
0.30303030303030304,0.0,0.0,0.0
0.15151515151515152,0.0,0.0,0.0
0.18181818181818182,0.0,0.0,0.0
0.07070707070707072,0.0,0.0,0.0
0.27272727272727276,0.0,0.0,0.0
0.19191919191919193,0.0,0.0,0.0
0.15151515151515152,0.0,0.0,0.0
0.16161616161616163,0.0,0.0,0.0
0.09090909090909093,0.0,0.0,0.0
0.20202020202020202,0.0,0.0,0.0
0.16161616161616163,0.026490066225165566,0.0,0.0
0.27272727272727276,0.21192052980132453,1.0,0.0
0.20202020202020202,0.0,0.0,0.0
0.09090909090909093,0.0,0.0,0.0
0.11111111111111112,0.0,0.0,0.0
0.24242424242424243,0.0,0.0,0.0
0.1414141414141414,0.0,0.0,0.0
0.12121212121212123,0.0,0.0,0.0
0.10101010101010102,0.0,0.0,0.0
0.10101010101010102,0.0,0.0,0.0
0.20202020202020202,0.006622516556291392,0.0,0.0
0.1414141414141414,0.0,0.0,0.0
0.07070707070707072,0.0,0.0,0.0
0.18181818181818182,0.0,0.0,0.0
0.30303030303030304,0.013245033112582783,0.0,0.0
0.29292929292929293,0.0,0.0,0.0
0.23232323232323232,0.0,0.0,0.0
0.686868686868687,0.0,0.0,1.0
0.20202020202020202,0.09933774834437087,1.0,0.0
0.22222222222222224,0.0,0.0,0.0
0.21212121212121213,0.0,0.0,0.0
0.16161616161616163,0.0,0.0,0.0
0.21212121212121213,0.0,0.0,0.0
0.15151515151515152,0.0,0.0,0.0
0.38383838383838387,0.0,0.0,0.0
0.18181818181818182,0.0,0.0,0.0
0.22222222222222224,0.0,0.0,0.0
0.09090909090909093,0.0,0.0,0.0
0.13131313131313133,0.0,0.0,0.0
0.18181818181818182,0.0,0.0,0.0
0.26262626262626265,0.0,0.0,0.0
0.24242424242424243,0.0,0.0,0.0
0.3434343434343435,0.0,0.0,0.0
0.25252525252525254,0.006622516556291392,0.0,0.0
0.32323232323232326,0.0,0.0,0.0
